Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Gross profit,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type,Closing Balance,Ending Inventory,Beginning Inventory,Net Margin
435,49,-4,2013/4/10,335,69,Small Market,West,44,Leaves,Tea,C,-4,118,UT,30,50,0,80,73,Regular,8022,625,617,-3%
360,55,7,2013/4/11,627,76,Small Market,West,49,Leaves,Tea,D,-3,131,WA,40,50,-10,90,79,Regular,7968,574,625,-2%
303,39,-10,2013/4/12,541,57,Major Market,Central,12,Beans,Coffee,H,40,96,CO,30,50,50,80,24,Regular,7914,556,574,42%
904,80,31,2013/4/13,1055,105,Major Market,East,24,Leaves,Herbal Tea,B,71,185,FL,40,50,40,90,46,Decaf,7964,484,556,38%
720,54,-11,2013/4/14,404,74,Major Market,Central,20,Leaves,Tea,C,19,128,CO,30,50,30,80,53,Regular,8024,485,484,15%
970,54,0,2013/4/15,1037,72,Major Market,Central,16,Leaves,Tea,M,40,126,CO,30,50,40,80,37,Regular,7998,483,485,32%
978,27,-20,2013/4/16,859,43,Major Market,East,7,Leaves,Tea,C,30,70,MA,20,50,50,70,19,Regular,8005,465,483,43%
626,76,67,2013/4/17,580,123,Major Market,West,21,Leaves,Tea,M,117,199,CA,30,50,50,80,32,Regular,8127,425,465,59%
262,22,-35,2013/4/18,573,32,Small Market,Central,7,Beans,Espresso,E,15,54,WI,20,50,50,70,19,Decaf,8151,458,425,28%
641,23,-23,2013/4/19,800,39,Small Market,Central,6,Beans,Espresso,I,27,62,IA,20,50,50,70,17,Regular,8132,464,458,44%
203,79,20,2013/4/20,593,110,Small Market,East,30,Leaves,Herbal Tea,A,50,189,CT,40,50,30,90,64,Decaf,8232,400,464,26%
203,65,2,2013/4/21,1053,86,Small Market,East,20,Leaves,Herbal Tea,B,52,151,CT,30,50,50,80,42,Decaf,8315,379,400,34%
262,46,5,2013/4/22,449,74,Small Market,Central,14,Leaves,Tea,C,45,120,WI,20,50,40,70,37,Regular,8295,370,379,38%
262,60,0,2013/4/23,606,93,Small Market,Central,54,Leaves,Tea,M,0,153,WI,40,50,0,90,84,Regular,8392,350,370,0%
425,60,45,2013/4/24,329,109,Small Market,West,18,Leaves,Tea,C,85,169,WA,20,50,40,70,42,Regular,8435,309,350,50%
312,40,10,2013/4/25,536,58,Major Market,Central,13,Leaves,Herbal Tea,A,40,98,IL,30,50,30,80,25,Decaf,8360,297,309,41%
419,36,5,2013/4/26,862,58,Major Market,Central,10,Leaves,Herbal Tea,A,45,94,OH,30,50,40,80,22,Decaf,8403,288,297,48%
857,55,2,2013/4/27,410,77,Major Market,East,20,Leaves,Herbal Tea,A,22,132,MA,40,50,20,90,54,Decaf,8351,270,288,17%
323,40,10,2013/4/28,536,58,Major Market,West,13,Leaves,Herbal Tea,B,40,98,CA,30,50,30,80,25,Decaf,8416,240,270,41%
352,28,-6,2013/4/29,875,47,Major Market,East,7,Leaves,Tea,C,34,75,FL,20,50,40,70,19,Regular,8437,265,240,45%
904,31,2,2013/4/30,856,52,Major Market,East,8,Leaves,Tea,D,42,83,FL,30,50,40,80,19,Regular,8369,290,265,51%
978,32,3,2013/5/1,482,53,Major Market,East,8,Leaves,Tea,D,43,85,MA,30,50,40,80,19,Regular,8427,291,290,51%
760,50,30,2013/5/2,589,81,Major Market,West,14,Leaves,Tea,M,70,131,CA,30,50,40,80,26,Regular,8527,280,291,53%
515,0,6,2013/5/3,387,46,Small Market,Central,0,Beans,Espresso,E,46,46,IA,0,50,40,50,12,Decaf,8479,297,280,100%
505,82,-22,2013/5/4,1804,48,Small Market,South,25,Beans,Coffee,F,-12,130,NM,90,50,10,140,48,Decaf,8508,257,297,-9%
515,22,-16,2013/5/5,802,38,Small Market,Central,6,Beans,Espresso,I,24,60,IA,20,50,40,70,18,Regular,8413,286,257,40%
505,44,-10,2013/5/6,325,69,Small Market,South,40,Beans,Espresso,I,-10,113,NM,30,50,0,80,69,Regular,8343,292,286,-9%
775,33,-16,2013/5/7,243,46,Small Market,West,12,Beans,Coffee,H,-6,79,NV,30,50,10,80,45,Regular,8380,262,292,-8%
314,44,-12,2013/5/8,325,69,Small Market,Central,40,Leaves,Herbal Tea,K,-12,113,MO,40,50,0,90,70,Decaf,8361,277,262,-11%
715,31,0,2013/5/9,856,52,Small Market,Central,8,Leaves,Herbal Tea,A,40,83,WI,20,50,40,70,20,Decaf,8386,268,277,48%
959,69,26,2013/5/10,1060,91,Small Market,East,21,Leaves,Herbal Tea,B,56,160,CT,50,50,30,100,43,Decaf,8432,279,268,35%
715,49,29,2013/5/11,454,79,Small Market,Central,15,Leaves,Tea,C,49,128,WI,40,50,20,90,38,Regular,8394,270,279,38%
206,49,20,2013/5/12,454,79,Small Market,West,15,Leaves,Tea,M,50,128,WA,30,50,30,80,37,Regular,8466,272,270,39%
970,43,13,2013/5/13,531,63,Major Market,Central,14,Beans,Coffee,H,43,106,CO,40,50,30,90,27,Regular,8547,267,272,41%
330,41,16,2013/5/14,435,67,Major Market,Central,13,Beans,Coffee,H,36,108,OH,40,50,20,90,36,Regular,8550,275,267,33%
978,47,-20,2013/5/15,571,59,Major Market,East,42,Beans,Espresso,I,-30,106,MA,40,50,-10,90,72,Regular,8522,358,275,-28%
312,43,13,2013/5/16,531,63,Major Market,Central,14,Leaves,Herbal Tea,A,43,106,IL,40,50,30,90,27,Decaf,8466,333,358,41%
323,43,13,2013/5/17,531,63,Major Market,West,14,Leaves,Herbal Tea,B,43,106,CA,40,50,30,90,27,Decaf,8488,341,333,41%
303,46,-1,2013/5/18,422,64,Major Market,Central,17,Leaves,Tea,C,9,110,CO,30,50,10,80,51,Regular,8473,313,341,8%
970,53,19,2013/5/19,1054,71,Major Market,Central,16,Leaves,Tea,M,39,124,CO,40,50,20,90,37,Regular,8532,318,313,31%
978,33,3,2013/5/20,870,54,Major Market,East,9,Leaves,Tea,C,43,87,MA,30,50,40,80,20,Regular,8541,328,318,49%
321,34,5,2013/5/21,863,57,Major Market,East,9,Leaves,Tea,D,45,91,FL,30,50,40,80,21,Regular,8541,594,328,49%
563,0,7,2013/5/22,344,46,Small Market,Central,0,Beans,Espresso,E,47,46,IA,0,50,40,50,11,Decaf,8481,647,594,102%
318,43,20,2013/5/23,466,70,Small Market,South,13,Beans,Espresso,E,40,113,LA,30,50,20,80,36,Decaf,8509,613,647,35%
775,31,-18,2013/5/24,1009,43,Small Market,West,9,Beans,Coffee,F,12,74,NV,30,50,30,80,30,Decaf,8477,628,613,16%
515,23,-15,2013/5/25,807,39,Small Market,Central,6,Beans,Espresso,I,25,62,IA,20,50,40,70,18,Regular,8378,654,628,40%
225,41,26,2013/5/26,320,73,Small Market,South,12,Beans,Espresso,I,46,114,LA,30,50,20,80,35,Regular,8340,642,654,40%
971,46,-1,2013/5/27,422,64,Small Market,West,17,Beans,Espresso,J,9,110,OR,40,50,10,90,51,Regular,8294,650,642,8%
262,43,22,2013/5/28,466,70,Small Market,Central,13,Leaves,Tea,C,42,113,WI,30,50,20,80,35,Regular,8214,609,650,37%
959,33,2,2013/5/29,818,54,Small Market,East,9,Leaves,Tea,D,42,87,CT,30,50,40,80,21,Regular,8125,630,609,48%
435,49,-6,2013/5/30,335,77,Small Market,West,44,Leaves,Tea,C,-6,126,UT,30,50,0,80,73,Regular,8031,636,630,-5%
509,55,6,2013/5/31,627,85,Small Market,West,49,Leaves,Tea,D,-4,140,WA,40,50,-10,90,79,Regular,8072,640,636,-3%
630,39,-13,2013/6/1,541,51,Major Market,Central,12,Leaves,Herbal Tea,A,27,90,IL,20,40,40,60,24,Decaf,8117,608,640,30%
209,39,-14,2013/6/2,541,51,Major Market,West,12,Leaves,Herbal Tea,B,26,90,CA,20,40,40,60,25,Decaf,8020,598,608,29%
505,86,-36,2013/6/3,1698,23,Small Market,South,26,Beans,Coffee,F,-26,109,NM,110,40,10,150,49,Decaf,8015,529,598,-24%
318,46,-10,2013/6/4,449,67,Small Market,South,14,Beans,Espresso,E,30,113,LA,20,40,40,60,37,Decaf,7957,507,529,27%
515,31,-23,2013/6/5,1000,37,Small Market,Central,9,Beans,Coffee,H,7,68,IA,20,40,30,60,30,Regular,7938,511,507,10%
505,45,-16,2013/6/6,320,64,Small Market,South,41,Beans,Espresso,I,-6,109,NM,20,40,10,60,70,Regular,7841,494,511,-6%
801,32,-12,2013/6/7,833,47,Small Market,West,8,Beans,Espresso,J,28,79,UT,20,40,40,60,19,Regular,7835,463,494,35%
505,31,-24,2013/6/8,1000,37,Small Market,South,9,Leaves,Herbal Tea,A,6,68,NM,10,40,30,50,31,Decaf,7811,479,463,9%
636,39,-17,2013/6/9,244,53,Small Market,Central,12,Leaves,Tea,C,13,92,MO,20,40,30,60,40,Regular,7835,462,479,14%
959,24,-22,2013/6/10,806,36,Small Market,East,6,Leaves,Tea,D,18,60,CT,20,40,40,60,18,Regular,7774,491,462,30%
603,0,-8,2013/6/11,430,43,Small Market,East,0,Leaves,Tea,D,32,43,NH,0,40,40,40,11,Regular,7710,518,491,74%
801,45,-26,2013/6/12,320,64,Small Market,West,41,Leaves,Tea,C,-6,109,UT,10,40,20,50,70,Regular,7620,495,518,-6%
206,60,-10,2013/6/13,606,84,Small Market,West,54,Leaves,Tea,D,0,144,WA,20,40,10,60,84,Regular,7647,479,495,0%
937,32,-1,2013/6/14,482,48,Major Market,Central,8,Leaves,Herbal Tea,K,29,80,OH,30,40,30,70,19,Decaf,7653,506,479,36%
407,54,3,2013/6/15,391,67,Major Market,East,20,Leaves,Herbal Tea,A,13,121,FL,40,40,10,80,54,Decaf,7745,467,506,11%
715,22,-19,2013/6/16,570,30,Small Market,Central,7,Beans,Espresso,E,11,52,WI,20,40,30,60,19,Decaf,7727,483,467,21%
505,35,-12,2013/6/17,248,47,Small Market,South,11,Beans,Espresso,E,8,82,NM,20,40,20,60,39,Decaf,7754,472,483,10%
775,29,-15,2013/6/18,1003,35,Small Market,West,8,Beans,Coffee,F,5,64,NV,30,40,20,70,30,Decaf,7744,463,472,8%
563,29,-15,2013/6/19,1003,35,Small Market,Central,8,Beans,Coffee,H,5,64,IA,20,40,20,60,30,Regular,7713,453,463,8%
603,34,-3,2013/6/20,211,42,Small Market,East,12,Beans,Espresso,N,-3,76,NH,30,40,0,70,45,Regular,7718,434,453,-4%
918,32,-1,2013/6/21,482,48,Small Market,South,8,Beans,Espresso,I,29,80,OK,20,40,30,60,19,Regular,7652,461,434,36%
775,0,1,2013/6/22,387,43,Small Market,West,0,Beans,Espresso,J,31,43,NV,0,40,30,40,12,Regular,7565,478,461,72%
435,33,-3,2013/6/23,836,48,Small Market,West,9,Beans,Espresso,J,27,81,UT,30,40,30,70,21,Regular,7584,461,478,33%
573,82,-9,2013/6/24,1804,40,Small Market,Central,25,Leaves,Herbal Tea,A,-9,122,MO,70,40,0,110,49,Decaf,7623,397,461,-7%
801,82,-8,2013/6/25,1804,40,Small Market,West,25,Leaves,Herbal Tea,B,-8,122,UT,70,40,0,110,48,Decaf,7581,340,397,-7%
417,35,-1,2013/6/26,248,47,Small Market,Central,11,Leaves,Tea,C,9,82,MO,20,40,10,60,38,Regular,7610,329,340,11%
636,34,-3,2013/6/27,211,42,Small Market,Central,12,Leaves,Tea,M,-3,76,MO,20,40,0,60,45,Regular,7562,322,329,-4%
314,33,-4,2013/6/28,243,41,Small Market,Central,12,Leaves,Tea,D,-4,74,MO,20,40,0,60,45,Regular,7590,325,322,-5%
603,0,2,2013/6/29,387,43,Small Market,East,0,Leaves,Tea,D,32,43,NH,0,40,30,40,11,Regular,7598,325,325,74%
435,44,3,2013/6/30,325,62,Small Market,West,40,Leaves,Tea,C,-7,106,UT,30,40,-10,70,69,Regular,7503,300,325,-7%
937,29,-5,2013/7/1,490,44,Major Market,Central,8,Leaves,Herbal Tea,K,25,73,OH,20,40,30,60,19,Decaf,7506,305,300,34%
330,33,-1,2013/7/2,870,49,Major Market,Central,9,Leaves,Herbal Tea,A,29,82,OH,30,40,30,70,20,Decaf,7440,305,305,35%
508,46,-3,2013/7/3,422,57,Major Market,East,17,Leaves,Herbal Tea,A,7,103,MA,30,40,10,70,50,Decaf,7369,297,305,7%
813,30,-4,2013/7/4,882,45,Major Market,East,8,Leaves,Tea,C,26,75,FL,30,40,30,70,19,Regular,7316,291,297,35%
857,29,-5,2013/7/5,490,44,Major Market,East,8,Leaves,Tea,D,25,73,MA,30,40,30,70,19,Regular,7294,275,291,34%
262,24,-17,2013/7/6,567,32,Small Market,Central,7,Beans,Espresso,E,13,56,WI,30,40,30,70,19,Decaf,7243,301,275,23%
702,0,1,2013/7/7,344,43,Small Market,West,0,Beans,Espresso,J,31,43,NV,0,40,30,40,12,Regular,7237,361,301,72%
435,31,-4,2013/7/8,844,46,Small Market,West,8,Beans,Espresso,J,26,77,UT,30,40,30,70,20,Regular,7147,353,361,34%
715,34,0,2013/7/9,863,51,Small Market,Central,9,Leaves,Herbal Tea,A,30,85,WI,30,40,30,70,21,Decaf,7146,319,353,35%
603,39,-8,2013/7/10,250,49,Small Market,East,14,Leaves,Herbal Tea,A,2,88,NH,20,40,10,60,47,Decaf,7113,337,319,2%
505,31,-13,2013/7/11,1009,38,Small Market,South,9,Leaves,Herbal Tea,A,7,69,NM,20,40,20,60,31,Decaf,7143,356,337,10%
573,38,1,2013/7/12,256,51,Small Market,Central,12,Leaves,Tea,C,11,89,MO,30,40,10,70,40,Regular,7200,372,356,12%
636,39,2,2013/7/13,250,49,Small Market,Central,14,Leaves,Tea,D,2,88,MO,30,40,0,70,47,Regular,7237,377,372,2%
603,0,2,2013/7/14,344,43,Small Market,East,0,Leaves,Tea,D,32,43,NH,0,40,30,40,11,Regular,7206,417,377,74%
509,41,10,2013/7/15,320,66,Small Market,West,12,Leaves,Tea,C,30,107,WA,30,40,20,70,36,Regular,7198,407,417,28%
801,38,2,2013/7/16,256,51,Small Market,West,12,Leaves,Tea,M,12,89,UT,20,40,10,60,39,Regular,7098,393,407,13%
509,43,8,2013/7/17,466,63,Small Market,West,13,Leaves,Tea,M,28,106,WA,30,40,20,70,35,Regular,7058,386,393,26%
312,39,0,2013/7/18,541,57,Major Market,Central,12,Leaves,Herbal Tea,A,40,96,IL,20,40,40,60,24,Decaf,6969,374,386,42%
530,39,-1,2013/7/19,541,57,Major Market,West,12,Leaves,Herbal Tea,B,39,96,CA,20,40,40,60,25,Decaf,6945,335,374,41%
505,86,-49,2013/7/20,1698,30,Small Market,South,26,Beans,Coffee,F,-39,116,NM,110,40,10,150,49,Decaf,7018,309,335,-34%
318,46,5,2013/7/21,449,74,Small Market,South,14,Beans,Espresso,E,45,120,LA,20,40,40,60,37,Decaf,7094,304,309,38%
515,31,-20,2013/7/22,1000,41,Small Market,Central,9,Beans,Coffee,H,10,72,IA,20,40,30,60,30,Regular,7091,573,304,14%
505,45,-19,2013/7/23,320,71,Small Market,South,41,Beans,Espresso,I,-9,116,NM,20,40,10,60,70,Regular,7081,543,573,-8%
435,32,2,2013/7/24,833,52,Small Market,West,8,Beans,Espresso,J,42,84,UT,20,40,40,60,19,Regular,7043,513,543,50%
505,31,-21,2013/7/25,1000,41,Small Market,South,9,Leaves,Herbal Tea,A,9,72,NM,10,40,30,50,31,Decaf,7090,523,513,13%
314,39,-11,2013/7/26,244,59,Small Market,Central,12,Leaves,Tea,C,19,98,MO,20,40,30,60,40,Regular,7015,533,523,19%
203,24,-13,2013/7/27,806,40,Small Market,East,6,Leaves,Tea,D,27,64,CT,20,40,40,60,18,Regular,7001,531,533,42%
603,0,7,2013/7/28,430,46,Small Market,East,0,Leaves,Tea,D,47,46,NH,0,40,40,40,11,Regular,6918,535,531,102%
435,45,-29,2013/7/29,320,71,Small Market,West,41,Leaves,Tea,C,-9,116,UT,10,40,20,50,70,Regular,6821,500,535,-8%
206,60,-10,2013/7/30,606,93,Small Market,West,54,Leaves,Tea,D,0,153,WA,20,40,10,60,84,Regular,6914,473,500,0%
440,32,13,2013/7/31,482,53,Major Market,Central,8,Leaves,Herbal Tea,K,43,85,OH,30,40,30,70,19,Decaf,6901,492,473,51%
561,54,9,2013/8/1,391,75,Major Market,East,20,Leaves,Herbal Tea,A,19,129,FL,40,40,10,80,54,Decaf,6957,466,492,15%
920,22,-14,2013/8/2,570,33,Small Market,Central,7,Beans,Espresso,E,16,55,WI,20,40,30,60,19,Decaf,6951,469,466,29%
505,35,-8,2013/8/3,248,52,Small Market,South,11,Beans,Espresso,E,12,87,NM,20,40,20,60,39,Decaf,6924,450,469,14%
702,29,-13,2013/8/4,1003,39,Small Market,West,8,Beans,Coffee,F,7,68,NV,30,40,20,70,30,Decaf,6956,461,450,10%
515,29,-13,2013/8/5,1003,39,Small Market,Central,8,Beans,Coffee,H,7,68,IA,20,40,20,60,30,Regular,6893,440,461,10%
603,34,-4,2013/8/6,211,47,Small Market,East,12,Beans,Espresso,N,-4,81,NH,30,40,0,70,45,Regular,6854,413,440,-5%
580,32,13,2013/8/7,482,53,Small Market,South,8,Beans,Espresso,I,43,85,OK,20,40,30,60,19,Regular,6759,418,413,51%
775,0,16,2013/8/8,387,46,Small Market,West,0,Beans,Espresso,J,46,46,NV,0,40,30,40,12,Regular,6768,473,418,100%
435,33,10,2013/8/9,836,53,Small Market,West,9,Beans,Espresso,J,40,86,UT,30,40,30,70,21,Regular,6675,469,473,47%
314,82,-13,2013/8/10,1804,48,Small Market,Central,25,Leaves,Herbal Tea,A,-13,130,MO,70,40,0,110,49,Decaf,6679,431,469,-10%
435,82,-12,2013/8/11,1804,48,Small Market,West,25,Leaves,Herbal Tea,B,-12,130,UT,70,40,0,110,48,Decaf,6737,354,431,-9%
636,35,3,2013/8/12,248,52,Small Market,Central,11,Leaves,Tea,C,13,87,MO,20,40,10,60,38,Regular,6788,370,354,15%
573,34,-4,2013/8/13,211,47,Small Market,Central,12,Leaves,Tea,M,-4,81,MO,20,40,0,60,45,Regular,6698,352,370,-5%
314,33,-6,2013/8/14,243,46,Small Market,Central,12,Leaves,Tea,D,-6,79,MO,20,40,0,60,45,Regular,6645,340,352,-8%
603,0,17,2013/8/15,387,46,Small Market,East,0,Leaves,Tea,D,47,46,NH,0,40,30,40,11,Regular,6625,352,340,102%
435,44,0,2013/8/16,325,69,Small Market,West,40,Leaves,Tea,C,-10,113,UT,30,40,-10,70,69,Regular,6680,352,352,-9%
614,29,7,2013/8/17,490,49,Major Market,Central,8,Leaves,Herbal Tea,K,37,78,OH,20,40,30,60,19,Decaf,6710,383,352,47%
440,33,13,2013/8/18,870,54,Major Market,Central,9,Leaves,Herbal Tea,A,43,87,OH,30,40,30,70,20,Decaf,6657,372,383,49%
774,46,0,2013/8/19,422,64,Major Market,East,17,Leaves,Herbal Tea,A,10,110,MA,30,40,10,70,50,Decaf,6646,348,372,9%
321,30,9,2013/8/20,882,50,Major Market,East,8,Leaves,Tea,C,39,80,FL,30,40,30,70,19,Regular,6621,358,348,49%
774,29,7,2013/8/21,490,49,Major Market,East,8,Leaves,Tea,D,37,78,MA,30,40,30,70,19,Regular,6658,336,358,47%
608,24,-11,2013/8/22,567,36,Small Market,Central,7,Beans,Espresso,E,19,60,WI,30,40,30,70,19,Decaf,6586,340,336,32%
775,0,16,2013/8/23,344,46,Small Market,West,0,Beans,Espresso,J,46,46,NV,0,40,30,40,12,Regular,6487,356,340,100%
435,31,9,2013/8/24,844,51,Small Market,West,8,Beans,Espresso,J,39,82,UT,30,40,30,70,20,Regular,6529,346,356,48%
715,34,15,2013/8/25,863,57,Small Market,Central,9,Leaves,Herbal Tea,A,45,91,WI,30,40,30,70,21,Decaf,6458,313,346,49%
603,39,-7,2013/8/26,250,55,Small Market,East,14,Leaves,Herbal Tea,A,3,94,NH,20,40,10,60,47,Decaf,6385,333,313,3%
505,31,-10,2013/8/27,1009,43,Small Market,South,9,Leaves,Herbal Tea,A,10,74,NM,20,40,20,60,31,Decaf,6370,303,333,14%
314,38,6,2013/8/28,256,57,Small Market,Central,12,Leaves,Tea,C,16,95,MO,30,40,10,70,40,Regular,6423,312,303,17%
660,39,3,2013/8/29,250,55,Small Market,Central,14,Leaves,Tea,D,3,94,MO,30,40,0,70,47,Regular,6445,330,312,3%
603,0,17,2013/8/30,344,46,Small Market,East,0,Leaves,Tea,D,47,46,NH,0,40,30,40,11,Regular,6465,389,330,102%
253,41,25,2013/8/31,320,73,Small Market,West,12,Leaves,Tea,C,45,114,WA,30,40,20,70,36,Regular,6452,401,389,39%
435,38,8,2013/9/1,256,57,Small Market,West,12,Leaves,Tea,M,18,95,UT,20,40,10,60,39,Regular,6490,420,401,19%
253,43,22,2013/9/2,466,70,Small Market,West,13,Leaves,Tea,M,42,113,WA,30,40,20,70,35,Regular,6572,390,420,37%
216,51,-35,2013/9/3,503,71,Major Market,Central,46,Beans,Coffee,F,-5,122,OH,40,70,30,110,76,Decaf,6650,639,390,-4%
440,52,-34,2013/9/4,405,71,Major Market,Central,17,Beans,Coffee,G,26,123,OH,40,70,60,110,45,Regular,6607,626,639,21%
937,43,-32,2013/9/5,419,64,Major Market,Central,13,Beans,Coffee,H,28,107,OH,30,70,60,100,36,Regular,6650,585,626,26%
774,51,-41,2013/9/6,542,65,Major Market,East,46,Beans,Espresso,I,-11,116,MA,30,70,30,100,76,Regular,6594,565,585,-9%
832,72,5,2013/9/7,-868,110,Major Market,South,23,Beans,Espresso,J,55,182,TX,40,70,50,110,55,Regular,6689,532,565,30%
863,48,-14,2013/9/8,851,70,Major Market,East,13,Leaves,Tea,D,46,118,FL,50,70,60,120,24,Regular,6609,504,532,39%
985,60,-12,2013/9/9,329,99,Small Market,South,18,Beans,Espresso,I,58,159,LA,30,70,70,100,41,Regular,6629,844,504,36%
971,52,-33,2013/9/10,405,71,Small Market,West,17,Beans,Espresso,I,27,123,OR,30,70,60,100,44,Regular,6629,805,844,22%
253,56,-34,2013/9/11,385,70,Small Market,West,21,Beans,Espresso,I,16,126,WA,40,70,50,110,54,Regular,6677,801,805,13%
405,56,-34,2013/9/12,385,70,Small Market,South,21,Leaves,Herbal Tea,K,16,126,OK,40,70,50,110,54,Decaf,6626,756,801,13%
435,45,-37,2013/9/13,447,69,Small Market,West,14,Leaves,Herbal Tea,A,23,114,UT,20,70,60,90,46,Decaf,6700,767,756,20%
567,52,-13,2013/9/14,509,73,Major Market,Central,47,Beans,Coffee,F,-3,125,OH,50,70,10,120,76,Decaf,6685,732,767,-2%
614,46,-8,2013/9/15,424,68,Major Market,Central,14,Beans,Coffee,H,32,114,OH,40,70,40,110,36,Regular,6602,719,732,28%
303,52,-14,2013/9/16,509,73,Major Market,Central,47,Leaves,Herbal Tea,A,-4,125,CO,40,70,10,110,77,Decaf,6524,684,719,-3%
720,59,-8,2013/9/17,411,79,Major Market,Central,19,Leaves,Herbal Tea,B,32,138,CO,50,70,40,120,47,Decaf,6620,656,684,23%
713,59,-8,2013/9/18,411,79,Major Market,South,19,Leaves,Herbal Tea,K,32,138,TX,50,70,40,120,47,Decaf,6538,633,656,23%
718,50,-3,2013/9/19,589,73,Major Market,East,14,Leaves,Tea,D,47,123,NY,50,70,50,120,26,Regular,6572,590,633,38%
860,53,-14,2013/9/20,380,71,Small Market,East,17,Beans,Espresso,E,26,124,CT,50,70,40,120,45,Decaf,6567,550,590,21%
435,54,2,2013/9/21,885,78,Small Market,West,15,Beans,Espresso,E,52,132,UT,50,70,50,120,26,Decaf,6487,499,550,39%
505,43,-10,2013/9/22,452,66,Small Market,South,14,Beans,Coffee,H,20,109,NM,50,70,30,120,46,Regular,6535,501,499,18%
504,61,-9,2013/9/23,-906,86,Small Market,South,55,Beans,Espresso,J,1,147,LA,40,70,10,110,85,Regular,6440,497,501,1%
541,55,-14,2013/9/24,410,69,Small Market,West,20,Beans,Espresso,J,16,124,OR,50,70,30,120,53,Regular,6347,447,497,13%
860,82,8,2013/9/25,601,102,Small Market,East,31,Leaves,Herbal Tea,A,38,184,CT,60,70,30,130,64,Decaf,6384,411,447,21%
715,61,2,2013/9/26,613,86,Small Market,Central,55,Leaves,Tea,M,2,147,WI,50,70,0,120,84,Regular,6355,365,411,1%
425,53,-1,2013/9/27,321,88,Small Market,West,16,Leaves,Tea,C,49,141,WA,30,70,50,100,39,Regular,6440,357,365,35%
419,47,-16,2013/9/28,521,65,Major Market,Central,42,Beans,Coffee,F,-6,112,OH,40,70,10,110,71,Decaf,6488,348,357,-5%
513,54,-11,2013/9/29,424,73,Major Market,Central,17,Beans,Coffee,G,29,127,OH,50,70,40,120,44,Regular,6492,347,348,23%
512,67,17,2013/9/30,-1239,101,Major Market,South,22,Beans,Espresso,J,47,168,TX,50,70,30,120,54,Regular,6626,670,347,28%
309,54,3,2013/10/1,601,79,Major Market,Central,15,Leaves,Tea,C,53,133,IL,40,70,50,110,26,Regular,6548,637,670,40%
816,63,-4,2013/10/2,1075,76,Small Market,Central,19,Beans,Coffee,F,36,139,MO,60,70,40,130,40,Decaf,6633,618,637,26%
959,49,-19,2013/10/3,392,65,Small Market,East,16,Beans,Espresso,E,21,114,CT,40,70,40,110,44,Decaf,6667,595,618,18%
435,50,-3,2013/10/4,898,73,Small Market,West,14,Beans,Espresso,E,47,123,UT,40,70,50,110,26,Decaf,6695,571,595,38%
603,52,-13,2013/10/5,327,75,Small Market,East,16,Beans,Coffee,G,37,127,NH,40,70,50,110,38,Regular,6793,527,571,29%
475,55,-12,2013/10/6,627,76,Small Market,East,49,Beans,Espresso,I,-2,131,CT,50,70,10,120,78,Regular,6739,491,527,-2%
603,49,-14,2013/10/7,335,69,Small Market,East,44,Beans,Espresso,I,-4,118,NH,40,70,10,110,73,Regular,6773,445,491,-3%
503,41,-19,2013/10/8,482,57,Small Market,West,13,Beans,Coffee,H,1,98,OR,40,70,20,110,56,Regular,6757,451,445,1%
503,54,-12,2013/10/9,424,73,Small Market,West,17,Beans,Espresso,I,28,127,OR,50,70,40,120,45,Regular,6801,435,451,22%
405,65,2,2013/10/10,403,80,Small Market,South,24,Leaves,Herbal Tea,K,22,145,OK,60,70,20,130,58,Decaf,6887,391,435,15%
435,52,-4,2013/10/11,327,75,Small Market,West,16,Leaves,Herbal Tea,K,36,127,UT,40,70,40,110,39,Decaf,6838,383,391,28%
801,48,-12,2013/10/12,462,74,Small Market,West,15,Leaves,Herbal Tea,A,28,122,UT,40,70,40,110,46,Decaf,6928,384,383,23%
425,49,-4,2013/10/13,845,71,Small Market,West,13,Leaves,Herbal Tea,A,46,120,WA,40,70,50,110,25,Decaf,6878,394,384,38%
860,50,-3,2013/10/14,898,73,Small Market,East,14,Leaves,Tea,C,47,123,CT,50,70,50,120,26,Regular,6825,379,394,38%
234,51,-37,2013/10/15,503,79,Major Market,Central,46,Beans,Coffee,F,-7,130,OH,40,70,30,110,76,Decaf,6741,628,379,-5%
614,52,-21,2013/10/16,405,79,Major Market,Central,17,Beans,Coffee,G,39,131,OH,40,70,60,110,45,Regular,6838,613,628,30%
937,43,-18,2013/10/17,419,71,Major Market,Central,13,Beans,Coffee,H,42,114,OH,30,70,60,100,36,Regular,6756,578,613,37%
774,51,-46,2013/10/18,542,73,Major Market,East,46,Beans,Espresso,I,-16,124,MA,30,70,30,100,76,Regular,6761,557,578,-13%
682,72,32,2013/10/19,-868,122,Major Market,South,23,Beans,Espresso,J,82,194,TX,40,70,50,110,55,Regular,6709,542,557,42%
772,48,8,2013/10/20,851,78,Major Market,East,13,Leaves,Tea,D,68,126,FL,50,70,60,120,24,Regular,6793,554,542,54%
225,60,16,2013/10/21,329,109,Small Market,South,18,Beans,Espresso,I,86,169,LA,30,70,70,100,41,Regular,6751,516,554,51%
